,licese_year,region,license_count,x_point,y_point,accident_year,accident_outcome,accident_count
323,2014,Qassim,29113,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
324,2017,Qassim,6318,26.1967063704,43.3429998455,2017,No. of Accidents,22405
325,2017,Qassim,6318,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
326,2017,Qassim,6318,26.1967063704,43.3429998455,2016,No. of Accidents,25664
327,2017,Qassim,6318,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
328,2017,Qassim,6318,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
329,2017,Qassim,6318,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
330,2010,Qassim,36737,26.1967063704,43.3429998455,2017,No. of Accidents,22405
331,2010,Qassim,36737,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
332,2010,Qassim,36737,26.1967063704,43.3429998455,2016,No. of Accidents,25664
333,2010,Qassim,36737,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
334,2010,Qassim,36737,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
335,2010,Qassim,36737,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
336,2013,Qassim,17889,26.1967063704,43.3429998455,2017,No. of Accidents,22405
337,2013,Qassim,17889,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
338,2013,Qassim,17889,26.1967063704,43.3429998455,2016,No. of Accidents,25664
339,2013,Qassim,17889,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
340,2013,Qassim,17889,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
341,2013,Qassim,17889,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
342,1994,Qassim,68916,26.1967063704,43.3429998455,2017,No. of Accidents,22405
343,1994,Qassim,68916,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
344,1994,Qassim,68916,26.1967063704,43.3429998455,2016,No. of Accidents,25664
345,1994,Qassim,68916,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
346,1994,Qassim,68916,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
347,1994,Qassim,68916,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
348,2003,Qassim,10666,26.1967063704,43.3429998455,2017,No. of Accidents,22405
349,2003,Qassim,10666,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
350,2003,Qassim,10666,26.1967063704,43.3429998455,2016,No. of Accidents,25664
351,2003,Qassim,10666,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
352,2003,Qassim,10666,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
353,2003,Qassim,10666,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
354,2000,Qassim,12226,26.1967063704,43.3429998455,2017,No. of Accidents,22405
355,2000,Qassim,12226,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
356,2000,Qassim,12226,26.1967063704,43.3429998455,2016,No. of Accidents,25664
357,2000,Qassim,12226,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
358,2000,Qassim,12226,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
359,2000,Qassim,12226,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
360,2006,Qassim,12142,26.1967063704,43.3429998455,2017,No. of Accidents,22405
361,2006,Qassim,12142,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
362,2006,Qassim,12142,26.1967063704,43.3429998455,2016,No. of Accidents,25664
363,2006,Qassim,12142,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
364,2006,Qassim,12142,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
365,2006,Qassim,12142,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
366,2007,Qassim,25174,26.1967063704,43.3429998455,2017,No. of Accidents,22405
367,2007,Qassim,25174,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
368,2007,Qassim,25174,26.1967063704,43.3429998455,2016,No. of Accidents,25664
369,2007,Qassim,25174,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
370,2007,Qassim,25174,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
371,2007,Qassim,25174,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
372,2016,Qassim,9180,26.1967063704,43.3429998455,2017,No. of Accidents,22405
373,2016,Qassim,9180,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
374,2016,Qassim,9180,26.1967063704,43.3429998455,2016,No. of Accidents,25664
375,2016,Qassim,9180,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
376,2016,Qassim,9180,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
377,2016,Qassim,9180,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
378,2001,Qassim,14718,26.1967063704,43.3429998455,2017,No. of Accidents,22405
379,2001,Qassim,14718,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
380,2001,Qassim,14718,26.1967063704,43.3429998455,2016,No. of Accidents,25664
381,2001,Qassim,14718,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
382,2001,Qassim,14718,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
383,2001,Qassim,14718,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
384,2012,Qassim,11421,26.1967063704,43.3429998455,2017,No. of Accidents,22405
385,2012,Qassim,11421,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
386,2012,Qassim,11421,26.1967063704,43.3429998455,2016,No. of Accidents,25664
387,2012,Qassim,11421,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
388,2012,Qassim,11421,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
389,2012,Qassim,11421,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
390,2004,Qassim,9390,26.1967063704,43.3429998455,2017,No. of Accidents,22405
391,2004,Qassim,9390,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
392,2004,Qassim,9390,26.1967063704,43.3429998455,2016,No. of Accidents,25664
393,2004,Qassim,9390,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
394,2004,Qassim,9390,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
395,2004,Qassim,9390,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
396,2005,Qassim,10480,26.1967063704,43.3429998455,2017,No. of Accidents,22405
397,2005,Qassim,10480,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
398,2005,Qassim,10480,26.1967063704,43.3429998455,2016,No. of Accidents,25664
399,2005,Qassim,10480,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
400,2005,Qassim,10480,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
401,2005,Qassim,10480,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
402,2011,Qassim,10760,26.1967063704,43.3429998455,2017,No. of Accidents,22405
403,2011,Qassim,10760,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
404,2011,Qassim,10760,26.1967063704,43.3429998455,2016,No. of Accidents,25664
405,2011,Qassim,10760,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
406,2011,Qassim,10760,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
407,2011,Qassim,10760,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
408,1993,Qassim,73618,26.1967063704,43.3429998455,2017,No. of Accidents,22405
409,1993,Qassim,73618,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
410,1993,Qassim,73618,26.1967063704,43.3429998455,2016,No. of Accidents,25664
411,1993,Qassim,73618,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
412,1993,Qassim,73618,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
413,1993,Qassim,73618,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
414,1997,Qassim,10092,26.1967063704,43.3429998455,2017,No. of Accidents,22405
415,1997,Qassim,10092,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
416,1997,Qassim,10092,26.1967063704,43.3429998455,2016,No. of Accidents,25664
417,1997,Qassim,10092,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
418,1997,Qassim,10092,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
419,1997,Qassim,10092,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
420,1999,Qassim,9983,26.1967063704,43.3429998455,2017,No. of Accidents,22405
421,1999,Qassim,9983,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
422,1999,Qassim,9983,26.1967063704,43.3429998455,2016,No. of Accidents,25664
423,1999,Qassim,9983,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
424,1999,Qassim,9983,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
425,1999,Qassim,9983,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
426,1998,Qassim,11350,26.1967063704,43.3429998455,2017,No. of Accidents,22405
427,1998,Qassim,11350,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
428,1998,Qassim,11350,26.1967063704,43.3429998455,2016,No. of Accidents,25664
429,1998,Qassim,11350,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
430,1998,Qassim,11350,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
431,1998,Qassim,11350,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
432,2002,Qassim,16298,26.1967063704,43.3429998455,2017,No. of Accidents,22405
433,2002,Qassim,16298,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
434,2002,Qassim,16298,26.1967063704,43.3429998455,2016,No. of Accidents,25664
435,2002,Qassim,16298,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
436,2002,Qassim,16298,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
437,2002,Qassim,16298,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
438,2008,Qassim,22236,26.1967063704,43.3429998455,2017,No. of Accidents,22405
439,2008,Qassim,22236,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
440,2008,Qassim,22236,26.1967063704,43.3429998455,2016,No. of Accidents,25664
441,2008,Qassim,22236,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
442,2008,Qassim,22236,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
443,2008,Qassim,22236,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
444,2009,Qassim,27571,26.1967063704,43.3429998455,2017,No. of Accidents,22405
445,2009,Qassim,27571,26.1967063704,43.3429998455,2017,No. of Casualties - Injured,1446
446,2009,Qassim,27571,26.1967063704,43.3429998455,2016,No. of Accidents,25664
447,2009,Qassim,27571,26.1967063704,43.3429998455,2016,No. of Casualties - Injured,1513
448,2009,Qassim,27571,26.1967063704,43.3429998455,2017,No. of Casualties - Dead,319
449,2009,Qassim,27571,26.1967063704,43.3429998455,2016,No. of Casualties - Dead,397
450,2015,Eastern Region,135752,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
451,2015,Eastern Region,135752,23.2883307307,50.1478302439,2017,No. of Accidents,81433
452,2015,Eastern Region,135752,23.2883307307,50.1478302439,2016,No. of Accidents,101619
453,2015,Eastern Region,135752,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
454,2015,Eastern Region,135752,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
455,2015,Eastern Region,135752,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
456,2017,Eastern Region,126816,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
457,2017,Eastern Region,126816,23.2883307307,50.1478302439,2017,No. of Accidents,81433
458,2017,Eastern Region,126816,23.2883307307,50.1478302439,2016,No. of Accidents,101619
459,2017,Eastern Region,126816,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
460,2017,Eastern Region,126816,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
461,2017,Eastern Region,126816,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
462,2011,Eastern Region,151087,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
463,2011,Eastern Region,151087,23.2883307307,50.1478302439,2017,No. of Accidents,81433
464,2011,Eastern Region,151087,23.2883307307,50.1478302439,2016,No. of Accidents,101619
465,2011,Eastern Region,151087,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
466,2011,Eastern Region,151087,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
467,2011,Eastern Region,151087,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
468,2012,Eastern Region,129971,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
469,2012,Eastern Region,129971,23.2883307307,50.1478302439,2017,No. of Accidents,81433
470,2012,Eastern Region,129971,23.2883307307,50.1478302439,2016,No. of Accidents,101619
471,2012,Eastern Region,129971,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
472,2012,Eastern Region,129971,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
473,2012,Eastern Region,129971,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
474,2013,Eastern Region,123325,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
475,2013,Eastern Region,123325,23.2883307307,50.1478302439,2017,No. of Accidents,81433
476,2013,Eastern Region,123325,23.2883307307,50.1478302439,2016,No. of Accidents,101619
477,2013,Eastern Region,123325,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
478,2013,Eastern Region,123325,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
479,2013,Eastern Region,123325,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
480,1996,Eastern Region,8461,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
481,1996,Eastern Region,8461,23.2883307307,50.1478302439,2017,No. of Accidents,81433
482,1996,Eastern Region,8461,23.2883307307,50.1478302439,2016,No. of Accidents,101619
483,1996,Eastern Region,8461,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
484,1996,Eastern Region,8461,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
485,1996,Eastern Region,8461,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
486,2002,Eastern Region,85035,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
487,2002,Eastern Region,85035,23.2883307307,50.1478302439,2017,No. of Accidents,81433
488,2002,Eastern Region,85035,23.2883307307,50.1478302439,2016,No. of Accidents,101619
489,2002,Eastern Region,85035,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
490,2002,Eastern Region,85035,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
491,2002,Eastern Region,85035,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
492,2000,Eastern Region,65767,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
493,2000,Eastern Region,65767,23.2883307307,50.1478302439,2017,No. of Accidents,81433
494,2000,Eastern Region,65767,23.2883307307,50.1478302439,2016,No. of Accidents,101619
495,2000,Eastern Region,65767,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
496,2000,Eastern Region,65767,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
497,2000,Eastern Region,65767,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
498,2001,Eastern Region,74119,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
499,2001,Eastern Region,74119,23.2883307307,50.1478302439,2017,No. of Accidents,81433
500,2001,Eastern Region,74119,23.2883307307,50.1478302439,2016,No. of Accidents,101619
501,2001,Eastern Region,74119,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
502,2001,Eastern Region,74119,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
503,2001,Eastern Region,74119,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
504,2006,Eastern Region,79517,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
505,2006,Eastern Region,79517,23.2883307307,50.1478302439,2017,No. of Accidents,81433
506,2006,Eastern Region,79517,23.2883307307,50.1478302439,2016,No. of Accidents,101619
507,2006,Eastern Region,79517,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
508,2006,Eastern Region,79517,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
509,2006,Eastern Region,79517,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
510,2007,Eastern Region,106511,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
511,2007,Eastern Region,106511,23.2883307307,50.1478302439,2017,No. of Accidents,81433
512,2007,Eastern Region,106511,23.2883307307,50.1478302439,2016,No. of Accidents,101619
513,2007,Eastern Region,106511,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
514,2007,Eastern Region,106511,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
515,2007,Eastern Region,106511,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
516,2008,Eastern Region,104626,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
517,2008,Eastern Region,104626,23.2883307307,50.1478302439,2017,No. of Accidents,81433
518,2008,Eastern Region,104626,23.2883307307,50.1478302439,2016,No. of Accidents,101619
519,2008,Eastern Region,104626,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
520,2008,Eastern Region,104626,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
521,2008,Eastern Region,104626,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
522,2014,Eastern Region,121774,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
523,2014,Eastern Region,121774,23.2883307307,50.1478302439,2017,No. of Accidents,81433
524,2014,Eastern Region,121774,23.2883307307,50.1478302439,2016,No. of Accidents,101619
525,2014,Eastern Region,121774,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
526,2014,Eastern Region,121774,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
527,2014,Eastern Region,121774,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
528,2016,Eastern Region,142307,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
529,2016,Eastern Region,142307,23.2883307307,50.1478302439,2017,No. of Accidents,81433
530,2016,Eastern Region,142307,23.2883307307,50.1478302439,2016,No. of Accidents,101619
531,2016,Eastern Region,142307,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
532,2016,Eastern Region,142307,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
533,2016,Eastern Region,142307,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
534,2010,Eastern Region,110295,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
535,2010,Eastern Region,110295,23.2883307307,50.1478302439,2017,No. of Accidents,81433
536,2010,Eastern Region,110295,23.2883307307,50.1478302439,2016,No. of Accidents,101619
537,2010,Eastern Region,110295,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
538,2010,Eastern Region,110295,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
539,2010,Eastern Region,110295,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
540,1995,Eastern Region,7831,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
541,1995,Eastern Region,7831,23.2883307307,50.1478302439,2017,No. of Accidents,81433
542,1995,Eastern Region,7831,23.2883307307,50.1478302439,2016,No. of Accidents,101619
543,1995,Eastern Region,7831,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
544,1995,Eastern Region,7831,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
545,1995,Eastern Region,7831,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
546,1994,Eastern Region,10918,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
547,1994,Eastern Region,10918,23.2883307307,50.1478302439,2017,No. of Accidents,81433
548,1994,Eastern Region,10918,23.2883307307,50.1478302439,2016,No. of Accidents,101619
549,1994,Eastern Region,10918,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
550,1994,Eastern Region,10918,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
551,1994,Eastern Region,10918,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
552,1997,Eastern Region,58814,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
553,1997,Eastern Region,58814,23.2883307307,50.1478302439,2017,No. of Accidents,81433
554,1997,Eastern Region,58814,23.2883307307,50.1478302439,2016,No. of Accidents,101619
555,1997,Eastern Region,58814,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
556,1997,Eastern Region,58814,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
557,1997,Eastern Region,58814,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
558,2003,Eastern Region,82697,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
559,2003,Eastern Region,82697,23.2883307307,50.1478302439,2017,No. of Accidents,81433
560,2003,Eastern Region,82697,23.2883307307,50.1478302439,2016,No. of Accidents,101619
561,2003,Eastern Region,82697,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
562,2003,Eastern Region,82697,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
563,2003,Eastern Region,82697,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
564,2009,Eastern Region,108544,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
565,2009,Eastern Region,108544,23.2883307307,50.1478302439,2017,No. of Accidents,81433
566,2009,Eastern Region,108544,23.2883307307,50.1478302439,2016,No. of Accidents,101619
567,2009,Eastern Region,108544,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
568,2009,Eastern Region,108544,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
569,2009,Eastern Region,108544,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
570,1993,Eastern Region,9964,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
571,1993,Eastern Region,9964,23.2883307307,50.1478302439,2017,No. of Accidents,81433
572,1993,Eastern Region,9964,23.2883307307,50.1478302439,2016,No. of Accidents,101619
573,1993,Eastern Region,9964,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
574,1993,Eastern Region,9964,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
575,1993,Eastern Region,9964,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
576,1999,Eastern Region,64973,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
577,1999,Eastern Region,64973,23.2883307307,50.1478302439,2017,No. of Accidents,81433
578,1999,Eastern Region,64973,23.2883307307,50.1478302439,2016,No. of Accidents,101619
579,1999,Eastern Region,64973,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
580,1999,Eastern Region,64973,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
581,1999,Eastern Region,64973,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
582,1998,Eastern Region,70650,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
583,1998,Eastern Region,70650,23.2883307307,50.1478302439,2017,No. of Accidents,81433
584,1998,Eastern Region,70650,23.2883307307,50.1478302439,2016,No. of Accidents,101619
585,1998,Eastern Region,70650,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
586,1998,Eastern Region,70650,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
587,1998,Eastern Region,70650,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
588,2004,Eastern Region,84984,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
589,2004,Eastern Region,84984,23.2883307307,50.1478302439,2017,No. of Accidents,81433
590,2004,Eastern Region,84984,23.2883307307,50.1478302439,2016,No. of Accidents,101619
591,2004,Eastern Region,84984,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
592,2004,Eastern Region,84984,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
593,2004,Eastern Region,84984,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
594,2005,Eastern Region,82505,23.2883307307,50.1478302439,2016,No. of Casualties - Dead,1113
595,2005,Eastern Region,82505,23.2883307307,50.1478302439,2017,No. of Accidents,81433
596,2005,Eastern Region,82505,23.2883307307,50.1478302439,2016,No. of Accidents,101619
597,2005,Eastern Region,82505,23.2883307307,50.1478302439,2016,No. of Casualties - Injured,4893
598,2005,Eastern Region,82505,23.2883307307,50.1478302439,2017,No. of Casualties - Dead,963
599,2005,Eastern Region,82505,23.2883307307,50.1478302439,2017,No. of Casualties - Injured,4073
600,2015,Asir,38567,19.1387847401,42.941470036,2016,No. of Casualties - Dead,983
601,2015,Asir,38567,19.1387847401,42.941470036,2016,No. of Casualties - Injured,2541
602,2015,Asir,38567,19.1387847401,42.941470036,2017,No. of Accidents,25245
603,2015,Asir,38567,19.1387847401,42.941470036,2016,No. of Accidents,32684
604,2015,Asir,38567,19.1387847401,42.941470036,2017,No. of Casualties - Dead,828
605,2015,Asir,38567,19.1387847401,42.941470036,2017,No. of Casualties - Injured,2368
606,1995,Asir,4889,19.1387847401,42.941470036,2016,No. of Casualties - Dead,983
607,1995,Asir,4889,19.1387847401,42.941470036,2016,No. of Casualties - Injured,2541
608,1995,Asir,4889,19.1387847401,42.941470036,2017,No. of Accidents,25245
609,1995,Asir,4889,19.1387847401,42.941470036,2016,No. of Accidents,32684
610,1995,Asir,4889,19.1387847401,42.941470036,2017,No. of Casualties - Dead,828
611,1995,Asir,4889,19.1387847401,42.941470036,2017,No. of Casualties - Injured,2368
612,1996,Asir,3319,19.1387847401,42.941470036,2016,No. of Casualties - Dead,983
613,1996,Asir,3319,19.1387847401,42.941470036,2016,No. of Casualties - Injured,2541
614,1996,Asir,3319,19.1387847401,42.941470036,2017,No. of Accidents,25245
615,1996,Asir,3319,19.1387847401,42.941470036,2016,No. of Accidents,32684
616,1996,Asir,3319,19.1387847401,42.941470036,2017,No. of Casualties - Dead,828
617,1996,Asir,3319,19.1387847401,42.941470036,2017,No. of Casualties - Injured,2368
618,1998,Asir,13220,19.1387847401,42.941470036,2016,No. of Casualties - Dead,983
619,1998,Asir,13220,19.1387847401,42.941470036,2016,No. of Casualties - Injured,2541
620,1998,Asir,13220,19.1387847401,42.941470036,2017,No. of Accidents,25245
621,1998,Asir,13220,19.1387847401,42.941470036,2016,No. of Accidents,32684
622,1998,Asir,13220,19.1387847401,42.941470036,2017,No. of Casualties - Dead,828
623,1998,Asir,13220,19.1387847401,42.941470036,2017,No. of Casualties - Injured,2368
624,2012,Asir,23136,19.1387847401,42.941470036,2016,No. of Casualties - Dead,983
625,2012,Asir,23136,19.1387847401,42.941470036,2016,No. of Casualties - Injured,2541
626,2012,Asir,23136,19.1387847401,42.941470036,2017,No. of Accidents,25245
627,2012,Asir,23136,19.1387847401,42.941470036,2016,No. of Accidents,32684
628,2012,Asir,23136,19.1387847401,42.941470036,2017,No. of Casualties - Dead,828
629,2012,Asir,23136,19.1387847401,42.941470036,2017,No. of Casualties - Injured,2368
630,1997,Asir,12204,19.1387847401,42.941470036,2016,No. of Casualties - Dead,983
631,1997,Asir,12204,19.1387847401,42.941470036,2016,No. of Casualties - Injured,2541
632,1997,Asir,12204,19.1387847401,42.941470036,2017,No. of Accidents,25245
633,1997,Asir,12204,19.1387847401,42.941470036,2016,No. of Accidents,32684
634,1997,Asir,12204,19.1387847401,42.941470036,2017,No. of Casualties - Dead,828
635,1997,Asir,12204,19.1387847401,42.941470036,2017,No. of Casualties - Injured,2368
636,2003,Asir,15693,19.1387847401,42.941470036,2016,No. of Casualties - Dead,983
637,2003,Asir,15693,19.1387847401,42.941470036,2016,No. of Casualties - Injured,2541
638,2003,Asir,15693,19.1387847401,42.941470036,2017,No. of Accidents,25245
